sample_idx,rtt_ms
1866,0.095569
1867,0.093348
1868,0.096507
1869,0.107653
1870,0.095248
1871,0.095084
1872,0.110187
1873,0.095658
1874,0.096276
1875,0.098698
1876,0.093296
1877,0.095390
1878,0.105515
1879,0.108570
1880,0.095382
1881,0.101089
1882,0.108510
1883,0.093237
1884,0.104621
1885,0.094846
1886,0.094965
1887,0.105388
1888,0.095494
1889,0.094548
1890,0.093192
1891,0.104435
1892,0.095889
1893,0.095740
1894,0.113718
1895,0.093929
1896,0.094749
1897,0.104405
1898,0.095531
1899,0.095189
1900,0.107594
1901,0.095218
1902,0.095800
1903,0.095166
1904,0.093773
1905,0.095248
1906,0.103541
1907,0.094555
1908,0.095166
1909,0.105999
1910,0.095546
1911,0.095896
1912,0.105441
1913,0.090919
1914,0.094831
1915,0.111379
1916,0.095971
1917,0.095345
1918,0.131898
1919,0.104375
1920,0.099398
1921,0.101514
1922,0.111915
1923,0.095077
1924,0.094526
1925,0.104986
1926,0.094913
1927,0.113428
1928,0.095233
1929,0.094920
1930,0.103720
1931,0.095658
1932,0.101991
1933,0.101939
1934,0.090025
1935,0.095010
1936,0.107802
1937,0.094764
1938,0.095181
1939,0.108339
1940,0.111237
1941,0.111699
1942,0.113301
1943,0.097498
1944,0.095233
1945,0.094682
1946,0.095628
1947,0.094756
1948,0.095367
1949,0.109367
1950,0.092708
1951,0.100173
1952,0.111021
1953,0.112258
1954,0.099234
1955,0.089042
1956,0.099830
1957,0.097670
1958,0.118390
1959,0.094414
1960,0.094950
1961,0.113994
1962,0.107452
1963,0.095606
1964,0.096120
1965,0.110820
1966,0.094466
1967,0.094809
1968,0.104971
1969,0.095308
1970,0.095151
1971,0.106148
1972,0.095211
1973,0.095122
1974,0.106990
1975,0.094607
1976,0.094950
1977,0.106528
1978,0.095040
1979,0.094689
1980,0.105843
1981,0.094600
1982,0.095032
1983,0.108421
1984,0.095002
1985,0.093877
1986,0.094973
1987,0.093549
1988,0.113629
1989,0.108868
1990,0.100084
1991,0.099763
1992,0.116929
1993,0.095583
1994,0.092402
1995,0.108398
1996,0.095643
1997,0.094704
1998,0.110671
1999,0.094771
