logical_flow,size_bytes,n_pkts,tx_first_s,tx_last_s
1742,38714,26,33744466.874527946,33744466.874703422
1743,60837,41,33744466.874706998,33744466.874983050
1744,3951372,2635,33744466.874987230,33744466.892312579
1745,521564,348,33744466.892318137,33744466.894653067
1746,256593,172,33744466.894660942,33744466.895761974
1747,3612574,2409,33744466.895766452,33744466.911474481
1748,46676,32,33744466.911479555,33744466.911667585
1749,54946,37,33744466.911671311,33744466.911911450
1750,23954,16,33744466.911915347,33744466.912041590
1751,2637643,1759,33744466.912046015,33744466.923296601
1752,4063302,2709,33744466.923301473,33744466.940871887
1753,5565947,3711,33744466.940877050,33744466.964926727
1754,216503,145,33744466.964932837,33744466.965824381
1755,5740,4,33744466.965828806,33744466.965853512
1756,3032,3,33744466.965856925,33744466.965875581
1757,1966111,1311,33744466.965878852,33744466.974546582
1758,4376566,2918,33744466.974551871,33744466.993412793
1759,82411,55,33744466.993418194,33744466.993770629
1760,6141561,4095,33744466.993774980,33744467.020207882
1761,6781200,4521,33744467.020213991,33744467.049705558
1762,1461561,975,33744467.049710974,33744467.056202419
1763,43015,29,33744467.056211039,33744467.056404017
1764,61296,41,33744467.056407779,33744467.056647874
1765,39104,27,33744467.056651413,33744467.056809701
1766,49001,33,33744467.056813106,33744467.057014436
1767,64706,44,33744467.057018563,33744467.057276599
1768,1300,1,33744467.057280257,33744467.057287320
1769,7062,5,33744467.057290666,33744467.057320818
1770,12837,9,33744467.057324022,33744467.057377569
1771,129532,87,33744467.057380781,33744467.057930119
1772,3854715,2570,33744467.057933971,33744467.074204117
1773,1082193,722,33744467.074209236,33744467.078930654
1774,9922,7,33744467.078935795,33744467.078978792
1775,61594,42,33744467.078982085,33744467.079280861
1776,310368,207,33744467.079285055,33744467.080613807
1777,7966,6,33744467.080618307,33744467.080654353
1778,3398,3,33744467.080657713,33744467.080676444
1779,242758,162,33744467.080679856,33744467.081663109
1780,23089,16,33744467.081667393,33744467.081762858
1781,413016,276,33744467.081766233,33744467.083591215
1782,13480,9,33744467.083595559,33744467.083652616
1783,3338097,2226,33744467.083656147,33744467.097871430
1784,31530,22,33744467.097876631,33744467.098012015
1785,55398,37,33744467.098015897,33744467.098297760
1786,103895,70,33744467.098302029,33744467.098783776
1787,4412076,2942,33744467.098787434,33744467.117648721
1788,5880306,3921,33744467.117654055,33744467.143178463
1789,3014928,2010,33744467.143183999,33744467.156559825
1790,779419,520,33744467.156565249,33744467.159996346
1791,2892,2,33744467.160007566,33744467.160022996
1792,16653,12,33744467.160027444,33744467.160102300
1793,84972,57,33744467.160105921,33744467.160498753
1794,17401583,11602,33744467.160502419,33744467.236155458
1795,1198695,800,33744467.236161225,33744467.241315491
1796,17817,12,33744467.241323873,33744467.241396084
1797,39934,27,33744467.241399735,33744467.241593495
1798,9281018,6188,33744467.241597041,33744467.282302886
1799,73815,50,33744467.282309048,33744467.282630749
1800,3809380,2540,33744467.282635055,33744467.299216591
1801,3402637,2269,33744467.299221739,33744467.314024903
1802,1762547,1176,33744467.314030245,33744467.321599625
1803,309059,207,33744467.321604773,33744467.322927564
1804,577106,385,33744467.322931737,33744467.325385198
1805,37193,25,33744467.325389884,33744467.325538374
1806,6349,5,33744467.325542033,33744467.325572662
1807,8087277,5392,33744467.325576000,33744467.360554270
1808,1650,2,33744467.360560000,33744467.360573225
1809,26659,18,33744467.360576577,33744467.360683605
1810,250125,167,33744467.360687070,33744467.361776225
1811,9510519,6341,33744467.361780450,33744467.403079227
1812,20841,14,33744467.403084695,33744467.403183959
1813,24195,17,33744467.403200097,33744467.403328314
1814,3102236,2069,33744467.403332300,33744467.416738421
1815,34448,23,33744467.416743502,33744467.416880235
1816,50537,34,33744467.416883871,33744467.417088196
1817,40705,28,33744467.417091817,33744467.417260997
1818,2136,2,33744467.417264566,33744467.417277530
1819,7565231,5044,33744467.417280808,33744467.450865969
1820,964130,643,33744467.450871468,33744467.455159239
1821,1110,1,33744467.455164649,33744467.455172613
1822,4442,3,33744467.455176190,33744467.455207765
1823,7998,6,33744467.455211230,33744467.455247574
1824,42652,29,33744467.455251001,33744467.455447868
1825,4575699,3051,33744467.455451600,33744467.475897782
1826,8690,6,33744467.475903161,33744467.475941829
1827,22411,15,33744467.475945354,33744467.476060502
1828,31805,22,33744467.476065665,33744467.476208024
1829,74606,50,33744467.476212107,33744467.476548746
1830,5054242,3370,33744467.476552956,33744467.498916864
1831,90542,61,33744467.498922266,33744467.499313265
1832,5179117,3453,33744467.499317922,33744467.521985374
1833,93517,63,33744467.521990649,33744467.522388630
1834,56157,38,33744467.522392757,33744467.522626214
1835,3849569,2567,33744467.522630379,33744467.539237976
1836,155625,104,33744467.539243244,33744467.539866157
1837,65568,44,33744467.539870471,33744467.540159747
1838,75081,51,33744467.540164128,33744467.540493175
1839,39859,27,33744467.540497296,33744467.540682174
1840,56356,38,33744467.540685825,33744467.540912822
1841,3121,3,33744467.540916383,33744467.540946670
1842,20427,14,33744467.540949874,33744467.541044131
1843,1547527,1032,33744467.541047648,33744467.547710337
1844,7772,6,33744467.547715083,33744467.547752209
1845,20680,14,33744467.547755599,33744467.547870323
1846,12073,9,33744467.547877237,33744467.547933213
1847,41364,28,33744467.547936738,33744467.548133463
1848,2131,2,33744467.548138224,33744467.548152126
1849,40828,28,33744467.548155501,33744467.548341446
1850,233771,156,33744467.548345111,33744467.549301319
1851,701532,468,33744467.549305521,33744467.552409634
1852,3707063,2472,33744467.552414455,33744467.568821803
1853,3806,3,33744467.568826854,33744467.568847232
1854,404891,270,33744467.568850636,33744467.570573851
1855,19003,13,33744467.570578247,33744467.570657879
1856,37259,25,33744467.570661463,33744467.570811383
1857,144425,97,33744467.570814811,33744467.571440443
1858,2831791,1888,33744467.571444899,33744467.583633937
1859,623107,416,33744467.583638906,33744467.586225562
1860,17511142,11675,33744467.586230241,33744467.663254783
1861,1317,1,33744467.663260795,33744467.663268656
1862,32569,22,33744467.663272306,33744467.663405605
1863,66857,45,33744467.663412116,33744467.663704328
1864,1743,2,33744467.663708396,33744467.663721383
1865,2234,2,33744467.663724616,33744467.663737588
1866,42194,29,33744467.663740776,33744467.663914122
1867,117179,79,33744467.663917571,33744467.664489590
1868,8006,6,33744467.664494053,33744467.664530940
1869,2853,2,33744467.664534308,33744467.664547525
1870,33030,23,33744467.664550751,33744467.664690606
1871,1333504,890,33744467.664694048,33744467.670746349
1872,130140,87,33744467.670751244,33744467.671310782
1873,26686841,17792,33744467.671314918,33744467.788793407
1874,217123,145,33744467.788800158,33744467.789780781
1875,4578791,3053,33744467.789785229,33744467.809796803
1876,140251,94,33744467.809802055,33744467.810432419
1877,66992,45,33744467.810437031,33744467.810701571
1878,52890,36,33744467.810705289,33744467.810965747
1879,2996,2,33744467.810969695,33744467.810986347
1880,2627,2,33744467.810989976,33744467.811003037
1881,512007,342,33744467.811006419,33744467.813278385
1882,3439555,2294,33744467.813283131,33744467.828266479
1883,1339,1,33744467.828272030,33744467.828279816
1884,15204,11,33744467.828283533,33744467.828372121
1885,34518,24,33744467.828375995,33744467.828530185
1886,32071,22,33744467.828545325,33744467.828675643
1887,2735966,1824,33744467.828679144,33744467.840468764
1888,24734,17,33744467.840473928,33744467.840575784
1889,30967,21,33744467.840579256,33744467.840703495
1890,68626,46,33744467.840707034,33744467.840976305
1891,8269189,5513,33744467.840979896,33744467.876694769
1892,29340,20,33744467.876700006,33744467.876819216
1893,344043,230,33744467.876822837,33744467.878257215
1894,2108,2,33744467.878261469,33744467.878274381
1895,56019,38,33744467.878277585,33744467.878502659
1896,6546330,4365,33744467.878509462,33744467.906794734
1897,21462,15,33744467.906800605,33744467.906920269
1898,40029,27,33744467.906924367,33744467.907093354
1899,478063,319,33744467.907097660,33744467.909179978
1900,127390,85,33744467.909184664,33744467.909721769
1901,146141,98,33744467.909725450,33744467.910344042
1902,229514,154,33744467.910347991,33744467.911414541
1903,672913,449,33744467.911418967,33744467.914322101
1904,33682,23,33744467.914327048,33744467.914464161
1905,39070,27,33744467.914467871,33744467.914651453
1906,49241,33,33744467.914655007,33744467.914851576
1907,77814,52,33744467.914855041,33744467.915193267
1908,129849,87,33744467.915197231,33744467.915750504
1909,3938835,2626,33744467.915754318,33744467.933075599
1910,48947,33,33744467.933082759,33744467.933285266
1911,59744,40,33744467.933289409,33744467.933574028
1912,2697584,1799,33744467.933577932,33744467.945333533
1913,10401496,6935,33744467.945342243,33744467.990769953
1914,23799,16,33744467.990775876,33744467.990873553
1915,1234820,824,33744467.990877286,33744467.996269993
1916,24258,17,33744467.996275216,33744467.996407025
1917,1329794,887,33744467.996422477,33744468.002144240
1918,1806,2,33744468.002149619,33744468.002174482
1919,73650,50,33744468.002177782,33744468.002485730
1920,135009,91,33744468.002489410,33744468.003137365
1921,993445,663,33744468.003141642,33744468.007634096
1922,5918460,3946,33744468.007638805,33744468.033431306
1923,1933148,1289,33744468.033437133,33744468.042192191
1924,123352,83,33744468.042197555,33744468.042748176
1925,71047,48,33744468.042752013,33744468.043060526
1926,1225,1,33744468.043064326,33744468.043071777
1927,107631,72,33744468.043074943,33744468.043548144
1928,121977,82,33744468.043552615,33744468.044102408
1929,1338872,893,33744468.044106849,33744468.050156385
1930,12379,9,33744468.050161742,33744468.050219789
1931,172413,115,33744468.050223403,33744468.051034234
1932,2207,2,33744468.051038437,33744468.051051565
1933,1196646,798,33744468.051054724,33744468.056433186
1934,2437914,1626,33744468.056437954,33744468.067391872
1935,57317,39,33744468.067396775,33744468.067674905
1936,820216,547,33744468.067679510,33744468.071345866
1937,545207,364,33744468.071350649,33744468.073813759
1938,30556,21,33744468.073818445,33744468.074002102
1939,3875,3,33744468.074006312,33744468.074025214
1940,1494825,997,33744468.074028492,33744468.080707155
1941,40155,27,33744468.080712043,33744468.080873817
1942,11708,8,33744468.080877513,33744468.080925994
1943,58242,39,33744468.080929182,33744468.081193484
1944,2704679,1804,33744468.081197277,33744468.092877872
1945,8550569,5701,33744468.092882879,33744468.130309582
1946,130423,87,33744468.130318254,33744468.130906522
1947,9985789,6658,33744468.130910903,33744468.174689792
1948,13836,10,33744468.174695440,33744468.174757093
1949,69332,47,33744468.174760677,33744468.175063796
1950,1137,1,33744468.175067648,33744468.175074801
1951,22953,16,33744468.175078154,33744468.175174713
1952,4033612,2690,33744468.175178289,33744468.192919306
1953,2488,2,33744468.192924440,33744468.192938127
1954,480264,321,33744468.192941509,33744468.195021830
1955,74296,50,33744468.195026174,33744468.195347577
1956,19034670,12690,33744468.195351273,33744468.277928784
1957,23728845,15820,33744468.277935192,33744468.382704064
1958,6641,5,33744468.382710934,33744468.382743187
1959,25723,18,33744468.382747121,33744468.382854573
1960,21910057,14607,33744468.382858187,33744468.478239559
1961,34958,24,33744468.478246167,33744468.478412315
1962,15258,11,33744468.478416577,33744468.478483982
1963,5618208,3746,33744468.478491470,33744468.503221966
1964,263879,176,33744468.503228098,33744468.504419945
1965,31276,21,33744468.504424594,33744468.504550286
1966,110084,74,33744468.504553989,33744468.505048178
1967,55208,37,33744468.505052418,33744468.505274028
1968,61661,42,33744468.505277872,33744468.505571000
1969,106871,72,33744468.505574845,33744468.506047077
1970,13154,9,33744468.506051153,33744468.506106079
1971,257095,172,33744468.506109409,33744468.507202879
1972,8634142,5757,33744468.507207021,33744468.545076735
1973,180209,121,33744468.545082495,33744468.545880206
1974,1834003,1223,33744468.545884624,33744468.553666614
1975,27949,19,33744468.553671785,33744468.553809270
1976,10657,8,33744468.553813025,33744468.553862393
1977,1103,1,33744468.553865910,33744468.553873233
1978,15136167,10091,33744468.553876728,33744468.619208790
1979,6219,5,33744468.619215354,33744468.619251937
1980,45147,31,33744468.619256109,33744468.619440235
1981,482535,322,33744468.619443946,33744468.621470094
1982,1271027,848,33744468.621474780,33744468.626711100
1983,267775,179,33744468.626715869,33744468.627852716
1984,57688,39,33744468.627857335,33744468.628096215
1985,2293281,1529,33744468.628100336,33744468.637536190
1986,58274,39,33744468.637541041,33744468.637772575
1987,2763869,1843,33744468.637776345,33744468.649305210
1988,2291,2,33744468.649310395,33744468.649324372
1989,1164817,777,33744468.649327762,33744468.654209867
1990,4453,3,33744468.654215202,33744468.654235259
1991,46921,32,33744468.654239029,33744468.654430479
1992,58491,39,33744468.654434644,33744468.654666871
1993,15580,11,33744468.654671989,33744468.654738970
1994,59679,40,33744468.654742405,33744468.654999644
1995,3247266,2165,33744468.655003704,33744468.668517992
1996,1748,2,33744468.668528117,33744468.668547355
1997,18382,13,33744468.668551326,33744468.668630391
1998,12283135,8189,33744468.668633960,33744468.720851943
1999,59899,40,33744468.720858008,33744468.721117996
2000,47445,32,33744468.721122049,33744468.721336082
2001,5667053,3779,33744468.721339874,33744468.745577358
2002,1692001,1129,33744468.745582566,33744468.752747566
2003,13855,10,33744468.752752565,33744468.752824530
2004,194541,130,33744468.752828114,33744468.753647029
2005,15242,11,33744468.753651462,33744468.753718480
2006,1690213,1127,33744468.753721833,33744468.761075445
2007,113072,76,33744468.761080392,33744468.761553161
2008,1980545,1321,33744468.761557050,33744468.770164348
2009,2709,2,33744468.770169400,33744468.770183355
2010,6597946,4399,33744468.770186767,33744468.798397586
2011,22569,16,33744468.798403181,33744468.798513360
2012,3155949,2104,33744468.798517130,33744468.812075265
2013,58114,39,33744468.812083885,33744468.812317424
2014,4514413,3010,33744468.812321283,33744468.831704244
2015,4760,4,33744468.831709363,33744468.831735075
2016,2283,2,33744468.831738703,33744468.831751712
2017,64001,43,33744468.831755079,33744468.832035966
2018,6760779,4508,33744468.832040109,33744468.860861026
2019,63317,43,33744468.860866368,33744468.861169465
2020,73742,50,33744468.861173637,33744468.861501157
2021,12174,9,33744468.861516461,33744468.861570768
2022,92428,62,33744468.861574255,33744468.861979730
2023,55168,37,33744468.861983500,33744468.862241171
2024,4475844,2984,33744468.862245247,33744468.881765358
2025,1328236,886,33744468.881770417,33744468.887323216
2026,66232,45,33744468.887328155,33744468.887624748
2027,9840,7,33744468.887628891,33744468.887671009
2028,9397,7,33744468.887674481,33744468.887716740
2029,10467730,6979,33744468.887720294,33744468.932211958
2030,238796,160,33744468.932219297,33744468.933187418
2031,22131,15,33744468.933191799,33744468.933281004
2032,2211631,1475,33744468.933284923,33744468.942510463
2033,21351,15,33744468.942518190,33744468.942617275
2034,60778,41,33744468.942620955,33744468.942894191
2035,4056435,2705,33744468.942898117,33744468.960060127
2036,4890,4,33744468.960066721,33744468.960092336
2037,4856,4,33744468.960096098,33744468.960121132
2038,2241,2,33744468.960124873,33744468.960137583
2039,10238,7,33744468.960140787,33744468.960183218
2040,43900,30,33744468.960186526,33744468.960391290
2041,33507,23,33744468.960394889,33744468.960537694
2042,27676,19,33744468.960541628,33744468.960654214
2043,1242,1,33744468.960657544,33744468.960664779
2044,68510,46,33744468.960667990,33744468.960998900
2045,58912,40,33744468.961002402,33744468.961259007
2046,1326829,885,33744468.961266518,33744468.966798432
2047,30478,21,33744468.966803350,33744468.966929466
2048,156343,105,33744468.966933183,33744468.967625886
2049,32083,22,33744468.967629634,33744468.967770733
2050,1443875,963,33744468.967774495,33744468.973857619
2051,13975,10,33744468.973862521,33744468.973933659
2052,69065,47,33744468.973937355,33744468.974223949
2053,58999,40,33744468.974227957,33744468.974462278
2054,61829,42,33744468.974465728,33744468.974730685
2055,88963,60,33744468.974734403,33744468.975137234
2056,86692,58,33744468.975141056,33744468.975508884
2057,32612,22,33744468.975513034,33744468.975644745
2058,2494389,1663,33744468.975648232,33744468.986134157
2059,8324992,5550,33744468.986139134,33744469.021703474
2060,116948,78,33744469.021709494,33744469.022196807
2061,354108,237,33744469.022201106,33744469.023677751
2062,1178087,786,33744469.023682155,33744469.028618515
2063,33194,23,33744469.028627582,33744469.028765611
2064,180801,121,33744469.028769329,33744469.029523440
2065,62697,42,33744469.029527634,33744469.029794529
2066,67848,46,33744469.029798239,33744469.030089960
2067,48525,33,33744469.030093439,33744469.030294925
2068,86830,58,33744469.030298822,33744469.030660532
2069,21526,15,33744469.030664325,33744469.030764937
2070,23619,16,33744469.030768260,33744469.030872248
2071,20013,14,33744469.030875735,33744469.030958839
2072,186078,125,33744469.030962162,33744469.031745829
2073,24035,17,33744469.031749927,33744469.031850882
2074,1748716,1166,33744469.031854242,33744469.039139897
2075,5269462,3513,33744469.039144605,33744469.061505392
2076,1512850,1009,33744469.061510876,33744469.068011485
2077,34662,24,33744469.068016574,33744469.068159044
2078,7626428,5085,33744469.068162814,33744469.100768492
2079,37615,26,33744469.100774683,33744469.100934006
2080,41086,28,33744469.100938208,33744469.101115465
2081,188014,126,33744469.101119190,33744469.101948373
2082,531059,355,33744469.101952717,33744469.104296014
2083,51623,35,33744469.104300745,33744469.104514964
2084,1823435,1216,33744469.104519069,33744469.112220213
2085,3266095,2178,33744469.112225443,33744469.126347952
2086,28645,20,33744469.126353070,33744469.126484647
2087,22097,15,33744469.126488432,33744469.126586981
2088,49350,33,33744469.126591012,33744469.126827158
2089,977849,652,33744469.126831211,33744469.131104641
2090,615274,411,33744469.131109640,33744469.133723721
2091,14265,10,33744469.133728415,33744469.133789867
2092,47195,32,33744469.133793347,33744469.133992881
2093,5092890,3396,33744469.133997001,33744469.155871809
2094,9048716,6033,33744469.155877277,33744469.194419079
2095,214073,143,33744469.194424577,33744469.195326328
2096,1742522,1162,33744469.196294859,33744469.203774802
2097,2880208,1921,33744469.203784868,33744469.215926439
2098,21883,15,33744469.215932958,33744469.216033518
2099,2749,2,33744469.216038115,33744469.216051623
2100,240116,161,33744469.216054879,33744469.217013814
2101,46239,31,33744469.217018045,33744469.217201345
2102,1077378,719,33744469.217204921,33744469.221727550
2103,29240,20,33744469.221732363,33744469.221869126
2104,56532,38,33744469.221873038,33744469.222109295
2105,2157862,1439,33744469.222112909,33744469.231165275
2106,4184,3,33744469.231170058,33744469.231190123
2107,51437,35,33744469.231193490,33744469.231408909
2108,10459,7,33744469.231412910,33744469.231456466
2109,83875,56,33744469.231460139,33744469.231789961
2110,1255017,837,33744469.231793880,33744469.237053193
2111,18764938,12510,33744469.237057798,33744469.315835819
2112,1448617,966,33744469.315842077,33744469.321808212
2113,9155,7,33744469.321817338,33744469.321884736
2114,57157,39,33744469.321888477,33744469.322122134
2115,93838,63,33744469.322126143,33744469.322528258
2116,367256,245,33744469.322532274,33744469.324141443
2117,1005856,671,33744469.324145950,33744469.328335740
2118,11287441,7525,33744469.328340389,33744469.376613803
2119,7594159,5063,33744469.376619972,33744469.409070119
2120,20706,14,33744469.409076035,33744469.409161188
2121,11232,8,33744469.409165114,33744469.409213647
2122,10011660,6675,33744469.409217097,33744469.451884270
2123,11570,8,33744469.451889984,33744469.451939695
2124,9825848,6551,33744469.451943442,33744469.493921801
2125,6293,5,33744469.493938953,33744469.493982784
2126,164238,110,33744469.493986368,33744469.494658820
2127,7343,5,33744469.494663030,33744469.494700447
2128,7798,6,33744469.494704567,33744469.494765699
2129,35659,24,33744469.494769491,33744469.494917274
2130,1915135,1277,33744469.494921453,33744469.502970226
2131,1015817,678,33744469.502975255,33744469.507350497
2132,32767,22,33744469.507355534,33744469.507500716
2133,8202,6,33744469.507504955,33744469.507555112
2134,40474,27,33744469.507558569,33744469.507735424
2135,13976,10,33744469.507739134,33744469.507802457
2136,23051,16,33744469.507806040,33744469.507920049
2137,70989,48,33744469.507923670,33744469.508238412
2138,68909,46,33744469.508242585,33744469.508546434
2139,6254781,4170,33744469.508550450,33744469.535426937
2140,3966,3,33744469.535432428,33744469.535451874
2141,83085,56,33744469.535455443,33744469.535788245
2142,126177,85,33744469.535791956,33744469.536315240
2143,8949,6,33744469.536319651,33744469.536356509
2144,40866,28,33744469.536360063,33744469.536528297
2145,8301,6,33744469.536531962,33744469.536569498
2146,4717055,3145,33744469.536578655,33744469.556596301
2147,38442,26,33744469.556613214,33744469.556780428
2148,2706,2,33744469.556784347,33744469.556797393
2149,65615,44,33744469.556800798,33744469.557094015
2150,79721,54,33744469.557098053,33744469.557465136
2151,4447645,2966,33744469.557468899,33744469.576018870
2152,1141445,761,33744469.576024204,33744469.580876619
2153,20503,14,33744469.580881432,33744469.580966778
2154,5431107,3621,33744469.580970280,33744469.604162894
2155,1080,1,33744469.604168408,33744469.604176201
2156,955840,638,33744469.604179837,33744469.608300306
2157,1910,2,33744469.608304925,33744469.608318858
2158,2395329,1597,33744469.608322330,33744469.618597090
2159,17266,12,33744469.618602075,33744469.618711263
2160,1962711,1309,33744469.618715674,33744469.627077274
2161,2261671,1508,33744469.627081953,33744469.636656709
2162,1641292,1095,33744469.636661872,33744469.643605836
2163,5424,4,33744469.643616557,33744469.643642075
2164,50050,34,33744469.643645570,33744469.643867671
2165,4996,4,33744469.643871784,33744469.643897139
2166,1137841,759,33744469.643900588,33744469.648593053
2167,24136673,16092,33744469.648597851,33744469.751914725
2168,77924,52,33744469.751920961,33744469.752239697
2169,461580,308,33744469.752244480,33744469.754144907
2170,588490,393,33744469.754149728,33744469.756501198
2171,8942,6,33744469.756506182,33744469.756543674
2172,43217,29,33744469.756547108,33744469.756719775
2173,38512,26,33744469.756723434,33744469.756879680
2174,1420332,947,33744469.756883308,33744469.762856320
2175,52101,35,33744469.762872837,33744469.763083421
2176,42469,29,33744469.763087556,33744469.763314821
2177,102586,69,33744469.763318710,33744469.763774149
2178,20487,14,33744469.763777882,33744469.763862364
2179,2724,2,33744469.763865978,33744469.763883419
2180,23331,16,33744469.763887115,33744469.764018849
2181,1377,1,33744469.764023222,33744469.764031976
2182,611712,408,33744469.764035568,33744469.766603597
2183,61389,41,33744469.766608067,33744469.766873479
2184,261460,175,33744469.766877376,33744469.767988272
2185,131132,88,33744469.767992526,33744469.768525191
2186,2297,2,33744469.768529572,33744469.768542357
2187,2296267,1531,33744469.768545687,33744469.778267033
2188,2377556,1586,33744469.778271966,33744469.788395889
2189,1123,1,33744469.788400777,33744469.788407996
2190,55765,38,33744469.788411431,33744469.788659550
2191,1811571,1208,33744469.788663380,33744469.796377175
2192,52871,36,33744469.796381906,33744469.796595335
2193,3458963,2306,33744469.796599127,33744469.811445788
2194,925711,618,33744469.811450846,33744469.815142490
2195,530656,354,33744469.815147370,33744469.817409299
2196,5293822,3530,33744469.817417271,33744469.839882284
2197,1728562,1153,33744469.839887477,33744469.846924163
2198,164273,110,33744469.846929073,33744469.847605392
2199,2067,2,33744469.847609781,33744469.847622678
2200,60883,41,33744469.847626023,33744469.847871177
2201,834231,557,33744469.847874783,33744469.851405859
2202,78046,53,33744469.851410642,33744469.851758525
2203,163779,110,33744469.851762295,33744469.852457218
2204,38601,26,33744469.852461614,33744469.852638550
2205,2917083,1945,33744469.852642469,33744469.864781767
2206,24046,17,33744469.864786804,33744469.864913367
2207,377917,252,33744469.864917353,33744469.866447628
2208,57105,39,33744469.866451986,33744469.866686314
2209,9808,7,33744469.866689891,33744469.866732731
2210,1340,1,33744469.866736159,33744469.866743132
2211,7347,5,33744469.866746344,33744469.866788901
2212,28600,20,33744469.866792142,33744469.866924457
2213,64952,44,33744469.866930991,33744469.867201746
2214,1508,2,33744469.867205746,33744469.867219217
2215,2802,2,33744469.867222361,33744469.867235094
2216,1950851,1301,33744469.867238417,33744469.875480458
2217,14546870,9698,33744469.875497393,33744469.937857509
2218,55931,38,33744469.937867269,33744469.938120268
2219,64349,43,33744469.938124456,33744469.938403845
2220,208864,140,33744469.938407555,33744469.939288199
2221,4423,3,33744469.939292334,33744469.939311624
2222,89630,60,33744469.939314872,33744469.939691484
2223,658254,439,33744469.939695276,33744469.942351826
2224,7751053,5168,33744469.942367628,33744469.975382470
2225,400637,268,33744469.975387745,33744469.977037825
2226,97230,65,33744469.977042437,33744469.977427810
2227,51863,35,33744469.977431573,33744469.977640070
2228,5620961,3748,33744469.977643989,33744470.001561761
2229,78099,53,33744470.001567051,33744470.001909122
2230,66191,45,33744470.001913257,33744470.002193451
2231,1263782,843,33744470.002197161,33744470.007547192
2232,57335,39,33744470.007552050,33744470.007813990
2233,2807,2,33744470.007818043,33744470.007830858
2234,179720,120,33744470.007834129,33744470.008593209
2235,3662069,2442,33744470.008597352,33744470.024220891
2236,42745,29,33744470.024226516,33744470.024399810
2237,4376,3,33744470.024403527,33744470.024422780
2238,5066,4,33744470.024426080,33744470.024450943
2239,5323553,3550,33744470.024454169,33744470.047105148
2240,5503,4,33744470.047110289,33744470.047136426
2241,478500,319,33744470.047139794,33744470.049184456
2242,3831,3,33744470.049189128,33744470.049208418
2243,75059,51,33744470.049211614,33744470.049536735
2244,5586039,3725,33744470.049540378,33744470.073361926
2245,23000,16,33744470.073367275,33744470.073464371
2246,31151,21,33744470.073471703,33744470.073599145
2247,240121,161,33744470.073614530,33744470.074660003
2248,141331,95,33744470.074664585,33744470.075292222
2249,119227,80,33744470.075296119,33744470.075796984
2250,48006,33,33744470.075801201,33744470.076025635
2251,1873,2,33744470.076029763,33744470.076043077
2252,187906,126,33744470.076046266,33744470.076839402
2253,27302,19,33744470.076843455,33744470.076957047
2254,277835,186,33744470.076960534,33744470.078131005
2255,57339,39,33744470.078135259,33744470.078387581
2256,26415,18,33744470.078391328,33744470.078500055
2257,25712795,17142,33744470.078503482,33744470.187568091
2258,33506,23,33744470.187574364,33744470.187714346
2259,10391169,6928,33744470.187718213,33744470.231994063
2260,66219,45,33744470.231999822,33744470.232275888
2261,84317,57,33744470.232280217,33744470.232640721
2262,26443,18,33744470.232644334,33744470.232775778
2263,13911,10,33744470.232782669,33744470.232844435
2264,1043522,696,33744470.232848406,33744470.237330489
2265,61119,41,33744470.237335585,33744470.237619810
2266,164708,110,33744470.237623498,33744470.238331787
2267,15712,11,33744470.238335915,33744470.238402776
2268,74410,50,33744470.238406070,33744470.238706939
2269,514314,343,33744470.238710582,33744470.240877464
2270,1513175,1009,33744470.240882121,33744470.247382410
2271,583681,390,33744470.247387156,33744470.249899365
2272,52555,36,33744470.249903895,33744470.250150427
2273,788637,526,33744470.250154525,33744470.253479756
2274,191975,128,33744470.253484271,33744470.254306912
2275,66146,45,33744470.254311025,33744470.254602350
2276,325705,218,33744470.254605949,33744470.255968273
2277,30990,21,33744470.255972333,33744470.256112382
2278,2637,2,33744470.256116726,33744470.256131440
2279,9673,7,33744470.256135233,33744470.256182685
2280,11047241,7365,33744470.256187059,33744470.304169200
2281,4676871,3118,33744470.304175198,33744470.324200384
2282,2562174,1709,33744470.324205801,33744470.335240558
2283,25423,17,33744470.335245691,33744470.335348770
2284,2855219,1904,33744470.335363910,33744470.347710073
2285,1860369,1241,33744470.347714946,33744470.355431311
2286,92644,62,33744470.355436198,33744470.355837621
2287,30461,21,33744470.355841599,33744470.355980881
2288,5154,4,33744470.355984442,33744470.356028818
2289,27665401,18444,33744470.356032901,33744470.472871847
2290,28683307,19123,33744470.472878553,33744470.593622014
2291,3188775,2126,33744470.593629271,33744470.607033484
2292,58994,40,33744470.607039101,33744470.607274741
2293,1228082,819,33744470.607278563,33744470.612546854
2294,5547570,3699,33744470.612551831,33744470.636018217
2295,93592,63,33744470.636023663,33744470.636418782
2296,6826,5,33744470.636427552,33744470.636459023
2297,12580710,8388,33744470.636462599,33744470.690083593
2298,88522,60,33744470.690100998,33744470.690463930
2299,1620305,1081,33744470.690467983,33744470.697335348
2300,287330,192,33744470.697340220,33744470.698546290
2301,2702,2,33744470.698550969,33744470.698564105
2302,62555,42,33744470.698567487,33744470.698835872
2303,1201,1,33744470.698839642,33744470.698846787
2304,26126,18,33744470.698849984,33744470.698956244
2305,9196034,6131,33744470.698961087,33744470.737727955
2306,871591,582,33744470.737733953,33744470.741311841
2307,127641,86,33744470.741316669,33744470.741832003
2308,5584,4,33744470.741836175,33744470.741861708
2309,788561,526,33744470.741865031,33744470.745169163
2310,218318,146,33744470.745173618,33744470.746029682
2311,365496,244,33744470.746033363,33744470.747524880
